20210208,福田区,莲花,天威花园,http://sz.ke.com/ershoufang/105106068234.html,方正大户型，深业上城配套，地铁口,1450万,单价95837元/平米,中楼层(共23层),6室2厅,151.3平米,
20210208,福田区,莲花,长城盛世家园一期,http://sz.ke.com/ershoufang/105106335104.html,精装地铁口一房，高层层视野开阔,490万,单价110460元/平米,中楼层(共34层),1室1厅,44.36平米,
20210208,福田区,莲花,莲花一村,http://sz.ke.com/ershoufang/105105815074.html,莲花小二房户型 上莲花中  美莲小  少有挂盘,550万,单价98514元/平米,低楼层(共21层),2室1厅,55.83平米,
20210208,福田区,莲花,城投青莲公寓,http://sz.ke.com/ershoufang/105105405883.html,一路之隔莲花山、地铁口物业、户型方正、实用,400万,单价114450元/平米,低楼层(共26层),1室1厅,34.95平米,
20210208,福田区,莲花,长城盛世家园一期,http://sz.ke.com/ershoufang/105106386301.html,长城盛世家园一期 1室1厅 南新上,470万,单价97491元/平米,高楼层(共34层),1室1厅,48.21平米,
20210208,福田区,莲花,雨田村,http://sz.ke.com/ershoufang/105106344363.html,户型方正，使用率高，采光好。满五年,720万,单价88225元/平米,高楼层(共7层),2室1厅,81.61平米,
20210208,福田区,莲花,彩田村,http://sz.ke.com/ershoufang/105106336320.html,房子满五唯一 税费少过户快 户型方正 地理位置优越必看好房,900万,单价112108元/平米,中楼层(共27层),3室2厅,80.28平米,
20210208,福田区,莲花,长城盛世家园二期,http://sz.ke.com/ershoufang/105106330707.html,长城盛世家园二期，安静3+1房，2卫2阳台，满五年,950万,单价93495元/平米,低楼层(共34层),3室2厅,101.61平米,
20210208,福田区,莲花,雨田村,http://sz.ke.com/ershoufang/105106323733.html,红本在售，中间楼层，业主诚心出售,750万,单价91935元/平米,中楼层(共7层),2室2厅,81.58平米,
20210208,福田区,莲花,城投青莲公寓,http://sz.ke.com/ershoufang/105106297451.html,莲花山地铁口精装小两房，视野开阔必看好房,589万,单价113270元/平米,高楼层(共26层),2室1厅,52平米,
20210208,福田区,莲花,彩田村,http://sz.ke.com/ershoufang/105106284486.html,彩田村 3室1厅 南,1293万,单价140011元/平米,高楼层(共25层),3室1厅,92.35平米,
20210208,福田区,莲花,彩田村,http://sz.ke.com/ershoufang/105106273584.html,五年难见到好房税费少交易安全。必看好房,1080万,单价119496元/平米,中楼层(共27层),3室2厅,90.38平米,
20210208,福田区,莲花,长城盛世家园一期,http://sz.ke.com/ershoufang/105106259295.html,福田莲花山脚地铁口，双公园物业,1125万,单价95721元/平米,低楼层(共34层),3室1厅,117.53平米,
20210208,福田区,莲花,彩田村,http://sz.ke.com/ershoufang/105106240572.html,满5年唯一 视野好 采光好 南北通，通风好 户型方正,1120万,单价124114元/平米,中楼层(共27层),3室2厅,90.24平米,
20210208,福田区,莲花,翡翠名园,http://sz.ke.com/ershoufang/105106238488.html,小高层带电梯正规四房 通透看双公园景观，无遮挡必看好房,1320万,单价96154元/平米,高楼层(共10层),4室2厅,137.28平米,
20210208,福田区,莲花,雨田村,http://sz.ke.com/ershoufang/105106235492.html,业主诚心出售，腾指标，诚心出售，看房方便,998万,单价87544元/平米,中楼层(共7层),4室1厅,114平米,
20210208,福田区,莲花,彩田村,http://sz.ke.com/ershoufang/105106166784.html,彩田村前排看莲花山 采光通风好 方正满五年必看好房,950万,单价118219元/平米,低楼层(共27层),3室1厅,80.36平米,
20210208,福田区,莲花,深业上城,http://sz.ke.com/ershoufang/105106165605.html,好楼层 好视野 好装修  好房子,3100万,单价135793元/平米,中楼层(共49层),3室1厅,228.29平米,
20210208,福田区,莲花,富莲大厦,http://sz.ke.com/ershoufang/105106147545.html,莲花北村   电梯三房   红本满五   家庭唯一,850万,单价82047元/平米,高楼层(共25层),3室2厅,103.6平米,
20210208,福田区,莲花,茂恒园,http://sz.ke.com/ershoufang/105106145292.html,满五唯一，税费少，小区门口就是公园地铁必看好房,930万,单价85502元/平米,低楼层(共7层),3室2厅,108.77平米,
20210208,福田区,莲花,长城盛世家园一期,http://sz.ke.com/ershoufang/105106126806.html,红本满五唯一，税费少，高楼层，安静视野好,488万,单价103786元/平米,高楼层(共34层),1室1厅,47.02平米,
20210208,福田区,莲花,彩天怡色,http://sz.ke.com/ershoufang/105106112082.html,13年社区  少有放卖大平层   10号线冬瓜岭 临深业上城,1599万,单价95789元/平米,中楼层(共20层),4室2厅,166.93平米,
20210208,福田区,莲花,深业上城,http://sz.ke.com/ershoufang/105106105552.html,深业上城 1室1厅 南,1300万,单价118139元/平米,中楼层(共62层),1室1厅,110.04平米,
20210208,福田区,莲花,彩田村,http://sz.ke.com/ershoufang/105106050067.html,楼栋在小区中间位置，通透性好，业主诚心出售。,909万,单价100765元/平米,低楼层(共27层),3室2厅,90.21平米,
20210208,福田区,莲花,宝莲大厦,http://sz.ke.com/ershoufang/105105955945.html,电梯三房，红本在手，满五年，户型方正,800万,单价78509元/平米,中楼层(共28层),3室1厅,101.9平米,
20210208,福田区,莲花,莲花北村,http://sz.ke.com/ershoufang/105105951863.html,莲花山片区南向小2房 满五唯一税费少,688万,单价101475元/平米,中楼层(共7层),2室1厅,67.8平米,
20210208,福田区,莲花,茂恒园,http://sz.ke.com/ershoufang/105105944847.html,此房是精装修，可直接入住，采光好，业主诚心卖.必看好房,996万,单价79287元/平米,低楼层(共10层),3室1厅,125.62平米,
20210208,福田区,莲花,长城盛世家园二期,http://sz.ke.com/ershoufang/105105943592.html,南向冬暖夏凉，高品质装修即买即住。,970万,单价110605元/平米,低楼层(共34层),3室1厅,87.7平米,
20210208,福田区,莲花,长城盛世家园一期,http://sz.ke.com/ershoufang/105105882971.html,原始格局、三房两卫，东向，紫气东来。,930万,单价95493元/平米,中楼层(共34层),3室2厅,97.39平米,
20210208,福田区,莲花,雨田村,http://sz.ke.com/ershoufang/105105871608.html,一梯一户，南北通，带底层花园，业主换房诚心出售,1280万,单价85249元/平米,低楼层(共7层),5室2厅,150.15平米,
20210208,福田区,莲花,长城盛世家园一期,http://sz.ke.com/ershoufang/105105749515.html,满五唯一，高楼层，采光好，视野好必看好房,695万,单价93578元/平米,高楼层(共34层),2室1厅,74.27平米,
20210208,福田区,莲花,雨田村,http://sz.ke.com/ershoufang/105105736503.html,雨田村 3室2厅 南,900万,单价93750元/平米,中楼层(共11层),3室2厅,96平米,
